"childid","country","sex","enrolled","dropout","mother_edu","father_edu","ppvt_score","hhsize","region","typesite"
"IN090090","India",1,0,1,NA,-Inf,NA,6,"22","2"
"IN090091","India",1,1,0,NA,-Inf,NA,4,"22","2"
"IN090092","India",1,1,0,NA,-Inf,41,5,"22","2"
"IN090093","India",1,1,0,NA,-Inf,44,3,"22","1"
"IN090094","India",1,1,0,NA,-Inf,30,6,"22","2"
"IN090095","India",0,1,0,-Inf,-Inf,99,6,"22","2"
"IN090096","India",1,1,0,NA,-Inf,49,4,"22","2"
"IN090097","India",1,1,0,NA,-Inf,110,5,"22","2"
"IN090098","India",0,1,0,NA,-Inf,45,5,"22","2"
"IN090099","India",1,1,0,NA,-Inf,46,3,"22","2"
"IN090100","India",0,1,0,NA,-Inf,40,5,"22","2"
"IN100002","India",1,1,0,NA,-Inf,138,6,"22","1"
"IN100003","India",0,1,0,NA,-Inf,86,6,"22","1"
"IN100004","India",0,1,0,NA,-Inf,83,5,"22","1"
"IN100005","India",0,1,0,NA,-Inf,92,4,"22","1"
"IN100006","India",1,1,0,NA,-Inf,162,5,"22","1"
"IN100008","India",1,1,0,NA,-Inf,108,6,"22","1"
"IN100009","India",0,1,0,NA,-Inf,89,4,"22","1"
"IN100010","India",0,1,0,NA,-Inf,38,5,"22","1"
"IN100011","India",1,1,0,NA,-Inf,83,4,"22","1"
"IN100013","India",1,1,0,NA,-Inf,112,4,"77","77"
"IN100014","India",0,NA,1,NA,-Inf,NA,6,"22","1"
"IN100015","India",0,1,0,NA,-Inf,81,7,"22","1"
"IN100016","India",0,1,0,NA,-Inf,93,4,"22","1"
"IN100018","India",1,1,0,NA,-Inf,163,3,"22","1"
"IN100019","India",1,1,0,NA,-Inf,NA,5,"22","1"
"IN100021","India",1,1,0,NA,-Inf,41,4,"22","1"
"IN100023","India",1,1,0,-Inf,-Inf,103,10,"22","1"
"IN100024","India",1,1,0,NA,-Inf,138,5,"22","1"
"IN100025","India",0,1,0,NA,-Inf,137,5,"22","1"
"IN100026","India",1,1,0,NA,-Inf,140,7,"22","1"
"IN100028","India",1,1,0,NA,-Inf,46,4,"22","1"
"IN100029","India",1,1,0,NA,-Inf,96,5,"22","1"
"IN100030","India",1,1,0,NA,-Inf,130,6,"22","1"
"IN100032","India",0,1,0,NA,-Inf,NA,4,"22","1"
"IN100033","India",1,1,0,NA,-Inf,39,4,"22","1"
"IN100034","India",1,1,0,NA,-Inf,48,4,"22","1"
"IN100035","India",0,1,0,NA,-Inf,52,4,"22","1"
"IN100036","India",1,1,0,NA,-Inf,131,9,"22","1"
"IN100037","India",0,1,0,NA,-Inf,74,4,"22","1"
"IN100038","India",1,1,0,NA,-Inf,78,3,"22","1"
"IN100039","India",1,1,0,NA,-Inf,64,4,"22","1"
"IN100040","India",0,1,0,NA,-Inf,98,6,"22","1"
"IN100041","India",1,1,0,NA,-Inf,116,3,"22","1"
"IN100042","India",0,1,0,NA,-Inf,53,4,"22","1"
"IN100043","India",1,1,0,NA,-Inf,87,7,"22","1"
"IN100044","India",1,1,0,NA,-Inf,75,4,"22","1"
"IN100046","India",0,1,0,NA,-Inf,51,6,"22","1"
"IN100047","India",1,1,0,NA,-Inf,82,3,"22","1"
"IN100049","India",1,1,0,NA,-Inf,31,7,"22","1"
"IN100050","India",1,1,0,NA,-Inf,65,4,"22","1"
"IN100051","India",1,1,0,NA,-Inf,44,5,"22","1"
"IN100052","India",0,1,0,NA,-Inf,53,5,"22","1"
"IN100053","India",0,1,0,NA,-Inf,38,4,"22","1"
"IN100054","India",0,1,0,NA,-Inf,43,6,"22","1"
"IN100055","India",1,1,0,NA,-Inf,94,3,"22","1"
"IN100057","India",0,1,0,NA,-Inf,99,4,"22","1"
"IN100058","India",0,1,0,NA,-Inf,42,6,"22","1"
"IN100059","India",0,1,0,NA,-Inf,30,3,"22","1"
"IN100060","India",1,1,0,NA,-Inf,114,7,"22","1"
"IN100061","India",1,1,0,NA,-Inf,51,5,"22","1"
"IN100062","India",1,1,0,NA,-Inf,128,5,"22","1"
"IN100063","India",1,1,0,NA,-Inf,105,4,"22","1"
"IN100064","India",0,1,0,NA,-Inf,87,6,"22","1"
"IN100065","India",1,1,0,NA,-Inf,70,5,"77","77"
"IN100066","India",0,1,0,NA,-Inf,95,4,"22","1"
"IN100067","India",0,1,0,NA,-Inf,80,3,"22","1"
"IN100069","India",0,1,0,NA,-Inf,68,4,"22","1"
"IN100070","India",1,1,0,NA,-Inf,71,4,"22","1"
"IN100071","India",0,1,0,NA,-Inf,69,4,"22","1"
"IN100072","India",0,1,0,NA,-Inf,42,4,"22","1"
"IN100073","India",0,1,0,NA,-Inf,60,4,"22","1"
"IN100074","India",0,1,0,NA,-Inf,35,5,"22","1"
"IN100075","India",1,1,0,NA,-Inf,87,4,"77","77"
"IN100076","India",1,1,0,NA,-Inf,107,5,"22","1"
"IN100077","India",1,1,0,NA,-Inf,134,5,"22","1"
"IN100078","India",1,1,0,NA,-Inf,71,6,"22","1"
"IN100079","India",0,1,0,NA,-Inf,50,4,"22","1"
"IN100080","India",0,1,0,NA,-Inf,95,16,"22","1"
"IN100081","India",0,1,0,NA,-Inf,36,4,"22","1"
"IN100082","India",0,1,0,NA,-Inf,95,4,"22","1"
"IN100083","India",0,1,0,NA,-Inf,70,4,"22","1"
"IN100084","India",1,1,0,NA,-Inf,135,4,"22","1"
"IN100085","India",0,1,0,NA,-Inf,118,4,"22","1"
"IN100086","India",1,1,0,NA,-Inf,39,5,"22","1"
"IN100087","India",1,NA,1,NA,-Inf,NA,5,"22","1"
"IN100089","India",1,1,0,NA,-Inf,78,5,"22","1"
"IN100090","India",1,1,0,NA,-Inf,77,5,"22","1"
"IN100091","India",0,1,0,NA,-Inf,43,6,"22","1"
"IN100092","India",0,1,0,NA,-Inf,59,6,"22","1"
"IN100093","India",1,1,0,NA,-Inf,40,4,"22","2"
"IN100094","India",1,1,0,NA,-Inf,119,4,"22","1"
"IN100095","India",1,1,0,NA,-Inf,128,5,"22","1"
"IN100096","India",0,1,0,NA,-Inf,71,6,"22","1"
"IN100097","India",1,1,0,NA,-Inf,61,4,"22","1"
"IN100098","India",0,1,0,NA,-Inf,40,4,"22","1"
"IN100099","India",0,1,0,NA,-Inf,51,3,"22","1"
"IN100100","India",0,1,0,NA,-Inf,93,4,"22","1"
"IN110001","India",0,1,0,NA,-Inf,33,4,"22","2"
"IN110002","India",1,1,0,NA,-Inf,88,4,"22","2"
"IN110003","India",0,1,0,NA,-Inf,14,7,"22","2"
"IN110004","India",1,1,0,NA,-Inf,37,4,"22","2"
"IN110005","India",0,1,0,NA,-Inf,43,10,"22","2"
"IN110007","India",1,1,0,NA,-Inf,38,4,"22","2"
"IN110008","India",0,1,0,NA,-Inf,42,4,"22","2"
"IN110009","India",0,1,0,NA,-Inf,166,3,"77","77"
"IN110010","India",0,1,0,NA,-Inf,159,5,"22","2"
"IN110011","India",1,1,0,NA,-Inf,39,4,"22","2"
"IN110012","India",0,1,0,NA,-Inf,39,4,"22","2"
"IN110013","India",1,1,0,NA,-Inf,45,8,"22","2"
"IN110014","India",0,1,0,NA,-Inf,53,9,"22","2"
"IN110015","India",1,1,0,NA,-Inf,59,4,"22","2"
"IN110016","India",1,1,0,NA,-Inf,41,5,"22","2"
"IN110017","India",1,1,0,NA,-Inf,73,8,"22","2"
"IN110018","India",1,1,0,NA,-Inf,98,6,"22","2"
"IN110019","India",1,1,0,NA,-Inf,73,4,"22","2"
"IN110020","India",0,1,0,NA,-Inf,28,5,"22","2"
"IN110021","India",0,1,0,-Inf,-Inf,66,4,"22","2"
"IN110022","India",1,1,0,NA,-Inf,25,4,"22","2"
"IN110023","India",0,1,0,NA,-Inf,31,4,"22","2"
"IN110024","India",0,1,0,NA,-Inf,30,6,"22","2"
"IN110025","India",1,1,0,NA,-Inf,28,7,"22","2"
"IN110027","India",1,1,0,NA,-Inf,77,4,"22","2"
"IN110028","India",1,1,0,NA,-Inf,38,5,"22","2"
"IN110029","India",1,1,0,NA,-Inf,103,5,"22","2"
"IN110030","India",0,1,0,NA,-Inf,110,4,"22","2"
"IN110031","India",0,1,0,NA,-Inf,67,6,"22","2"
"IN110033","India",1,1,0,NA,-Inf,58,4,"22","2"
"IN110034","India",0,1,0,NA,-Inf,127,9,"22","2"
"IN110035","India",1,1,0,NA,-Inf,78,6,"22","2"
"IN110036","India",1,1,0,NA,-Inf,81,5,"22","2"
"IN110037","India",1,1,0,NA,-Inf,74,8,"22","2"
"IN110038","India",1,1,0,NA,-Inf,37,4,"22","2"
"IN110039","India",0,1,0,NA,-Inf,37,5,"22","2"
"IN110040","India",0,1,0,NA,-Inf,111,11,"22","2"
"IN110041","India",1,1,0,NA,-Inf,76,5,"22","2"
"IN110042","India",0,1,0,NA,-Inf,33,9,"22","2"
"IN110043","India",0,1,0,NA,-Inf,42,5,"22","2"
"IN110044","India",0,1,0,NA,-Inf,55,4,"22","2"
"IN110045","India",1,1,0,NA,-Inf,66,4,"22","2"
"IN110046","India",0,1,0,NA,-Inf,34,7,"22","2"
"IN110047","India",1,1,0,NA,-Inf,102,8,"22","2"
"IN110048","India",0,1,0,NA,-Inf,41,8,"22","2"
"IN110050","India",0,1,0,NA,-Inf,35,10,"22","2"
"IN110051","India",1,1,0,NA,-Inf,74,6,"22","2"
"IN110052","India",0,1,0,NA,-Inf,28,4,"22","2"
"IN110053","India",0,1,0,NA,-Inf,34,4,"22","2"
"IN110054","India",0,1,0,NA,-Inf,53,6,"22","2"
"IN110055","India",1,1,0,NA,-Inf,26,5,"22","2"
"IN110056","India",1,1,0,NA,-Inf,47,3,"22","2"
"IN110057","India",0,1,0,NA,-Inf,38,5,"22","2"
"IN110058","India",1,1,0,NA,-Inf,90,3,"22","2"
"IN110059","India",1,1,0,NA,-Inf,29,4,"22","2"
"IN110060","India",0,1,0,NA,-Inf,12,5,"77","77"
"IN110061","India",0,1,0,NA,-Inf,32,7,"22","2"
"IN110063","India",0,1,0,NA,-Inf,40,4,"22","2"
"IN110064","India",1,1,0,NA,-Inf,34,5,"22","2"
"IN110065","India",0,1,0,NA,-Inf,35,4,"22","2"
"IN110066","India",1,1,0,NA,-Inf,44,5,"22","2"
"IN110067","India",1,1,0,NA,-Inf,107,8,"22","2"
"IN110068","India",0,1,0,NA,-Inf,39,6,"22","2"
"IN110069","India",0,1,0,NA,-Inf,32,6,"22","2"
"IN110070","India",1,1,0,NA,-Inf,64,11,"22","2"
"IN110071","India",0,1,0,NA,-Inf,39,5,"22","2"
"IN110072","India",0,1,0,NA,-Inf,49,10,"22","2"
"IN110073","India",1,1,0,NA,-Inf,89,14,"22","2"
"IN110074","India",1,1,0,NA,-Inf,45,5,"22","2"
"IN110075","India",1,1,0,NA,-Inf,35,16,"22","2"
"IN110076","India",1,1,0,NA,-Inf,40,4,"22","2"
"IN110077","India",0,1,0,NA,-Inf,34,8,"22","2"
"IN110078","India",1,1,0,NA,-Inf,39,5,"22","2"
"IN110079","India",0,1,0,NA,-Inf,46,5,"22","2"
"IN110080","India",1,1,0,NA,-Inf,69,4,"22","2"
"IN110081","India",0,1,0,NA,-Inf,88,6,"22","2"
"IN110082","India",1,1,0,NA,-Inf,63,4,"22","2"
"IN110083","India",1,1,0,NA,-Inf,34,4,"22","2"
"IN110084","India",0,1,0,NA,-Inf,81,4,"22","2"
"IN110085","India",1,1,0,NA,-Inf,53,3,"22","2"
"IN110086","India",0,1,0,NA,-Inf,79,10,"22","2"
"IN110087","India",0,1,0,NA,-Inf,43,5,"22","2"
"IN110088","India",1,1,0,NA,-Inf,36,5,"22","2"
"IN110089","India",0,1,0,NA,-Inf,36,13,"22","2"
"IN110090","India",0,1,0,NA,-Inf,50,5,"22","2"
"IN110091","India",0,1,0,NA,-Inf,49,4,"22","2"
"IN110092","India",1,1,0,NA,-Inf,71,4,"22","2"
"IN110093","India",1,1,0,NA,-Inf,27,4,"22","2"
"IN110094","India",0,1,0,NA,-Inf,32,8,"22","2"
"IN110095","India",1,1,0,NA,-Inf,95,6,"22","2"
"IN110096","India",0,1,0,NA,-Inf,37,4,"22","2"
"IN110097","India",0,1,0,NA,-Inf,67,19,"22","2"
"IN110098","India",1,1,0,NA,-Inf,69,3,"22","1"
"IN110099","India",0,1,0,NA,-Inf,105,5,"23","1"
"IN110100","India",0,1,0,NA,-Inf,30,5,"22","2"
"IN110102","India",1,1,0,NA,-Inf,129,4,"22","2"
"IN110103","India",0,1,0,NA,-Inf,NA,4,"22","2"
"IN110104","India",0,1,0,NA,-Inf,42,7,"22","2"
"IN120001","India",1,1,0,NA,-Inf,108,4,"22","2"
"IN120002","India",1,1,0,NA,-Inf,111,4,"22","2"
"IN120003","India",1,1,0,NA,-Inf,70,4,"22","2"
"IN120004","India",0,1,0,NA,-Inf,145,4,"22","2"
"IN120005","India",1,1,0,NA,-Inf,80,5,"22","2"
"IN120006","India",0,1,0,NA,-Inf,80,7,"22","2"
"IN120007","India",0,1,0,NA,-Inf,45,7,"22","2"
"IN120008","India",1,1,0,NA,-Inf,42,4,"22","2"
"IN120009","India",0,1,0,NA,-Inf,57,5,"22","2"
"IN120010","India",0,1,0,NA,-Inf,130,4,"22","2"
"IN120011","India",1,1,0,NA,-Inf,107,3,"22","2"
"IN120012","India",1,1,0,NA,-Inf,68,4,"22","2"
"IN120013","India",1,1,0,NA,-Inf,104,4,"22","2"
"IN120014","India",1,1,0,NA,-Inf,153,6,"22","2"
"IN120015","India",1,1,0,NA,-Inf,87,6,"22","2"
"IN120016","India",0,1,0,NA,-Inf,42,4,"22","2"
"IN120017","India",1,1,0,NA,-Inf,78,4,"22","2"
"IN120018","India",0,1,0,NA,-Inf,69,4,"22","2"
"IN120019","India",0,1,0,NA,-Inf,45,5,"22","2"
"IN120020","India",0,1,0,NA,-Inf,116,7,"22","2"
"IN120021","India",0,1,0,NA,-Inf,33,5,"22","2"
"IN120022","India",1,1,0,NA,-Inf,126,4,"22","2"
"IN120023","India",1,1,0,NA,-Inf,37,4,"22","2"
"IN120024","India",0,1,0,NA,-Inf,63,5,"22","2"
"IN120025","India",1,1,0,NA,-Inf,34,5,"22","2"
"IN120026","India",1,1,0,NA,-Inf,134,4,"22","2"
"IN120027","India",0,1,0,NA,-Inf,49,3,"22","2"
"IN120028","India",1,1,0,NA,-Inf,135,6,"22","2"
"IN120029","India",0,1,0,NA,-Inf,74,9,"22","2"
"IN120030","India",0,1,0,NA,-Inf,39,4,"22","2"
"IN120031","India",0,1,0,NA,-Inf,118,4,"22","1"
"IN120032","India",0,1,0,NA,-Inf,137,5,"22","1"
"IN120033","India",1,1,0,NA,-Inf,47,9,"22","2"
"IN120034","India",0,1,0,NA,-Inf,69,6,"22","2"
"IN120035","India",1,1,0,NA,-Inf,103,4,"22","2"
"IN120036","India",0,1,0,NA,-Inf,66,5,"22","2"
"IN120037","India",0,1,0,NA,-Inf,73,5,"22","2"
"IN120038","India",0,1,0,NA,-Inf,109,5,"22","2"
"IN120039","India",0,1,0,NA,-Inf,42,4,"22","2"
"IN120040","India",1,1,0,NA,-Inf,24,5,"22","2"
"IN120041","India",1,1,0,NA,-Inf,85,4,"22","2"
"IN120042","India",0,1,0,NA,-Inf,21,7,"22","2"
"IN120043","India",0,1,0,NA,-Inf,33,6,"22","2"
"IN120044","India",0,1,0,NA,-Inf,49,6,"22","2"
"IN120045","India",0,1,0,NA,-Inf,38,4,"22","2"
"IN120046","India",0,1,0,NA,-Inf,40,5,"22","2"
"IN120047","India",0,1,0,NA,-Inf,61,5,"22","2"
"IN120048","India",0,1,0,NA,-Inf,71,9,"22","2"
"IN120049","India",0,1,0,NA,-Inf,34,5,"22","2"
"IN120050","India",0,1,0,NA,-Inf,100,6,"22","2"
"IN120051","India",1,1,0,NA,-Inf,109,4,"22","2"
"IN120052","India",0,1,0,NA,-Inf,53,19,"22","2"
"IN120053","India",0,1,0,NA,-Inf,42,6,"22","2"
"IN120054","India",0,1,0,NA,-Inf,57,11,"22","2"
"IN120055","India",0,1,0,-Inf,-Inf,111,6,"22","2"
"IN120056","India",1,1,0,NA,-Inf,66,12,"22","2"
"IN120057","India",0,1,0,NA,-Inf,73,9,"22","2"
"IN120058","India",1,1,0,NA,-Inf,93,6,"22","2"
"IN120059","India",1,1,0,NA,-Inf,37,8,"22","2"
"IN120060","India",0,1,0,NA,-Inf,86,7,"22","2"
"IN120061","India",0,1,0,NA,-Inf,91,10,"22","2"
"IN120062","India",1,1,0,NA,-Inf,49,7,"22","2"
"IN120063","India",0,1,0,NA,-Inf,63,5,"22","2"
"IN120064","India",1,1,0,NA,-Inf,123,4,"22","2"
"IN120065","India",0,1,0,NA,-Inf,79,5,"22","2"
"IN120066","India",1,1,0,NA,-Inf,93,6,"22","2"
"IN120067","India",1,1,0,NA,-Inf,46,8,"22","2"
"IN120068","India",1,1,0,NA,-Inf,42,4,"22","2"
"IN120069","India",1,1,0,NA,-Inf,64,7,"22","2"
"IN120070","India",0,1,0,NA,-Inf,39,6,"22","2"
"IN120071","India",0,0,1,NA,-Inf,73,5,"22","2"
"IN120072","India",0,1,0,NA,-Inf,48,4,"22","2"
"IN120073","India",1,1,0,NA,-Inf,91,3,"22","2"
"IN120074","India",0,1,0,NA,-Inf,97,6,"22","2"
"IN120075","India",0,1,0,NA,-Inf,81,6,"22","2"
"IN120076","India",1,1,0,NA,-Inf,144,4,"22","2"
"IN120077","India",1,1,0,NA,-Inf,82,6,"22","2"
"IN120078","India",1,1,0,NA,-Inf,74,9,"22","2"
"IN120079","India",0,1,0,NA,-Inf,137,5,"22","2"
"IN120080","India",0,1,0,-Inf,-Inf,35,4,"22","2"
"IN120081","India",1,1,0,NA,-Inf,155,6,"22","2"
"IN120082","India",0,1,0,NA,-Inf,69,5,"22","2"
"IN120083","India",0,1,0,NA,-Inf,39,4,"22","2"
"IN120084","India",0,1,0,NA,-Inf,45,10,"22","2"
"IN120085","India",1,1,0,NA,-Inf,63,9,"22","2"
"IN120086","India",1,1,0,NA,-Inf,153,4,"22","2"
"IN120087","India",0,1,0,NA,-Inf,67,6,"22","2"
"IN120088","India",1,1,0,NA,-Inf,74,6,"22","2"
"IN120089","India",1,1,0,NA,-Inf,112,4,"22","2"
"IN120090","India",0,1,0,NA,-Inf,52,7,"22","2"
"IN120091","India",0,1,0,NA,-Inf,55,7,"22","2"
"IN120092","India",0,1,0,NA,-Inf,27,4,"22","2"
"IN120093","India",0,1,0,NA,-Inf,75,3,"77","77"
"IN120094","India",0,1,0,NA,-Inf,72,5,"22","2"
"IN120095","India",1,1,0,NA,-Inf,135,7,"22","2"
"IN120096","India",1,1,0,NA,-Inf,95,6,"22","2"
"IN120097","India",0,1,0,NA,-Inf,153,4,"22","2"
"IN120098","India",1,1,0,NA,-Inf,38,3,"22","2"
"IN120099","India",0,1,0,NA,-Inf,47,7,"22","2"
"IN120100","India",1,1,0,NA,-Inf,36,3,"22","2"
"IN120101","India",0,1,0,NA,-Inf,73,4,"22","2"
"IN120102","India",0,1,0,NA,-Inf,121,4,"22","2"
"IN130002","India",1,1,0,NA,-Inf,63,6,"22","2"
"IN130003","India",1,1,0,NA,-Inf,52,6,"22","2"
"IN130004","India",1,1,0,NA,-Inf,138,4,"22","2"
"IN130005","India",0,1,0,NA,-Inf,38,6,"22","2"
"IN130006","India",0,1,0,NA,-Inf,59,8,"22","2"
"IN130007","India",0,1,0,NA,-Inf,57,7,"22","2"
"IN130008","India",0,1,0,NA,-Inf,120,9,"22","2"
"IN130009","India",1,1,0,NA,-Inf,71,10,"22","2"
"IN130010","India",0,1,0,NA,-Inf,62,5,"22","2"
"IN130011","India",0,1,0,NA,-Inf,88,11,"22","2"
"IN130012","India",1,1,0,NA,-Inf,NA,5,"22","2"
"IN130013","India",1,1,0,NA,-Inf,111,4,"22","2"
"IN130015","India",1,1,0,NA,-Inf,53,14,"22","2"
"IN130016","India",0,1,0,NA,-Inf,85,4,"22","2"
"IN130018","India",1,1,0,NA,-Inf,86,6,"22","2"
"IN130019","India",1,1,0,NA,-Inf,33,4,"77","77"
"IN130020","India",0,1,0,NA,-Inf,73,4,"22","2"
"IN130021","India",1,1,0,NA,-Inf,27,4,"22","2"
"IN130022","India",0,1,0,NA,-Inf,35,9,"22","2"
"IN130023","India",1,1,0,NA,-Inf,163,5,"22","2"
"IN130024","India",1,1,0,NA,-Inf,79,9,"22","2"
"IN130025","India",1,1,0,NA,-Inf,130,6,"22","2"
"IN130026","India",1,1,0,NA,-Inf,36,6,"22","2"
"IN130027","India",0,1,0,NA,-Inf,44,5,"77","77"
"IN130028","India",1,1,0,NA,-Inf,35,5,"22","2"
"IN130029","India",1,1,0,NA,-Inf,74,4,"22","2"
"IN130030","India",1,1,0,NA,-Inf,46,5,"77","77"
"IN130031","India",0,1,0,NA,-Inf,138,3,"22","2"
"IN130032","India",1,1,0,NA,-Inf,46,5,"22","2"
"IN130033","India",1,1,0,NA,-Inf,38,6,"22","2"
"IN130034","India",0,1,0,NA,-Inf,67,5,"22","2"
"IN130035","India",0,1,0,NA,-Inf,89,2,"77","77"
"IN130036","India",0,1,0,NA,-Inf,98,7,"22","2"
"IN130037","India",1,1,0,NA,-Inf,39,6,"22","2"
"IN130038","India",1,1,0,NA,-Inf,37,5,"22","2"
"IN130039","India",0,1,0,NA,-Inf,37,5,"77","77"
"IN130040","India",1,1,0,NA,-Inf,36,6,"22","2"
"IN130041","India",0,1,0,NA,-Inf,28,4,"22","2"
"IN130042","India",1,1,0,NA,-Inf,31,8,"22","2"
"IN130043","India",1,1,0,NA,-Inf,62,2,"22","2"
"IN130044","India",1,1,0,-Inf,-Inf,96,6,"77","77"
"IN130045","India",1,1,0,NA,-Inf,162,10,"22","2"
"IN130046","India",0,1,0,NA,-Inf,38,5,"22","2"
"IN130047","India",1,1,0,NA,-Inf,68,4,"22","2"
"IN130048","India",0,1,0,NA,-Inf,137,6,"77","77"
"IN130049","India",0,1,0,NA,-Inf,61,4,"22","2"
"IN130050","India",0,1,0,NA,-Inf,30,5,"22","2"
"IN130051","India",1,1,0,NA,-Inf,45,4,"22","2"
"IN130052","India",0,1,0,NA,-Inf,28,5,"22","2"
"IN130053","India",0,1,0,NA,-Inf,38,8,"22","2"
"IN130054","India",0,1,0,NA,-Inf,142,6,"22","2"
"IN130055","India",0,1,0,NA,-Inf,40,4,"22","2"
"IN130056","India",0,1,0,NA,-Inf,31,6,"22","2"
"IN130057","India",0,1,0,NA,-Inf,38,4,"22","2"
"IN130058","India",0,1,0,NA,-Inf,31,6,"22","2"
"IN130059","India",0,NA,1,NA,-Inf,NA,10,"22","2"
"IN130060","India",1,1,0,NA,-Inf,93,4,"77","77"
"IN130061","India",1,1,0,NA,-Inf,154,5,"22","2"
"IN130062","India",0,1,0,NA,-Inf,67,5,"22","2"
"IN130063","India",1,1,0,NA,-Inf,67,9,"22","2"
"IN130064","India",1,1,0,NA,-Inf,101,9,"22","2"
"IN130065","India",0,1,0,NA,-Inf,67,4,"22","2"
"IN130066","India",1,1,0,NA,-Inf,132,7,"22","2"
"IN130067","India",1,1,0,NA,-Inf,48,5,"22","2"
"IN130068","India",1,1,0,NA,-Inf,139,6,"22","2"
"IN130069","India",0,1,0,NA,-Inf,40,8,"22","2"
"IN130070","India",1,1,0,NA,-Inf,59,6,"22","2"
"IN130071","India",1,1,0,NA,-Inf,31,4,"22","2"
"IN130072","India",1,1,0,NA,-Inf,39,30,"22","2"
"IN130073","India",1,1,0,NA,-Inf,61,4,"22","2"
"IN130074","India",0,1,0,NA,-Inf,115,4,"22","2"
"IN130075","India",0,1,0,NA,-Inf,64,6,"22","2"
"IN130076","India",1,1,0,NA,-Inf,81,4,"22","2"
"IN130077","India",0,1,0,NA,-Inf,111,4,"22","2"
"IN130078","India",1,1,0,NA,-Inf,98,4,"77","77"
"IN130079","India",0,1,0,NA,-Inf,79,6,"22","2"
"IN130080","India",0,1,0,NA,-Inf,139,7,"22","2"
"IN130081","India",0,1,0,NA,-Inf,60,4,"22","2"
"IN130082","India",1,1,0,NA,-Inf,123,6,"22","2"
"IN130083","India",1,1,0,NA,-Inf,39,7,"22","2"
"IN130084","India",0,1,0,NA,-Inf,119,5,"22","2"
"IN130085","India",1,1,0,NA,-Inf,128,4,"22","2"
"IN130086","India",1,1,0,NA,-Inf,37,7,"22","2"
"IN130087","India",1,1,0,NA,-Inf,66,3,"77","77"
"IN130088","India",1,1,0,NA,-Inf,141,6,"22","2"
"IN130089","India",1,1,0,NA,-Inf,106,7,"22","2"
"IN130090","India",0,1,0,NA,-Inf,144,13,"22","2"
"IN130091","India",1,1,0,NA,-Inf,79,4,"22","2"
"IN130092","India",0,1,0,NA,-Inf,136,5,"22","2"
"IN130093","India",0,1,0,NA,-Inf,123,4,"22","2"
"IN130094","India",0,1,0,NA,-Inf,67,5,"22","2"
"IN130095","India",0,1,0,NA,-Inf,93,5,"22","2"
"IN130097","India",1,1,0,NA,-Inf,31,6,"22","2"
"IN130098","India",0,1,0,NA,-Inf,38,5,"22","2"
"IN130099","India",1,1,0,NA,-Inf,87,5,"22","2"
"IN130100","India",1,1,0,NA,-Inf,42,8,"22","2"
"IN130101","India",0,1,0,NA,-Inf,160,4,"22","2"
"IN140001","India",1,1,0,NA,-Inf,103,8,"23","1"
"IN140002","India",0,1,0,NA,-Inf,41,9,"23","1"
"IN140004","India",0,1,0,NA,-Inf,27,8,"23","1"
"IN140005","India",1,1,0,NA,-Inf,66,5,"23","1"
"IN140006","India",1,1,0,NA,-Inf,48,9,"23","2"
"IN140007","India",1,1,0,NA,-Inf,92,3,"23","1"
"IN140008","India",1,1,0,NA,-Inf,91,4,"23","1"
"IN140009","India",0,1,0,NA,-Inf,55,5,"23","1"
"IN140010","India",0,1,0,NA,-Inf,69,4,"23","1"
"IN140011","India",1,1,0,NA,-Inf,30,4,"23","1"
"IN140012","India",1,1,0,NA,-Inf,38,5,"23","1"
"IN140013","India",0,1,0,NA,-Inf,36,5,"23","2"
"IN140014","India",0,1,0,NA,-Inf,62,4,"23","1"
"IN140016","India",0,1,0,NA,-Inf,70,5,"23","1"
"IN140017","India",1,1,0,NA,-Inf,40,4,"23","1"
"IN140018","India",1,1,0,NA,-Inf,28,5,"23","1"
"IN140019","India",0,1,0,NA,-Inf,31,9,"23","1"
"IN140020","India",1,1,0,NA,-Inf,31,5,"23","1"
"IN140021","India",0,1,0,NA,-Inf,40,4,"23","1"
"IN140022","India",0,1,0,NA,-Inf,75,7,"23","1"
"IN140023","India",1,1,0,NA,-Inf,31,6,"23","1"
"IN140024","India",1,1,0,NA,-Inf,86,6,"23","1"
"IN140025","India",0,1,0,NA,-Inf,32,10,"23","1"
"IN140026","India",1,1,0,NA,-Inf,39,6,"23","1"
"IN140027","India",0,1,0,NA,-Inf,59,10,"23","1"
"IN140028","India",1,1,0,NA,-Inf,73,5,"23","1"
"IN140029","India",1,1,0,NA,-Inf,32,7,"23","1"
"IN140030","India",0,1,0,NA,-Inf,57,5,"23","1"
"IN140031","India",1,1,0,NA,-Inf,28,4,"23","1"
"IN140032","India",0,1,0,NA,-Inf,28,4,"23","1"
"IN140033","India",0,1,0,NA,-Inf,31,6,"23","1"
"IN140034","India",1,1,0,NA,-Inf,39,6,"23","1"
"IN140035","India",1,1,0,NA,-Inf,32,6,"23","1"
"IN140036","India",1,1,0,NA,-Inf,53,4,"23","1"
"IN140037","India",1,1,0,NA,-Inf,33,6,"23","1"
"IN140038","India",0,1,0,NA,-Inf,49,14,"23","1"
"IN140040","India",1,1,0,NA,-Inf,34,10,"23","1"
"IN140041","India",1,1,0,NA,-Inf,36,4,"23","1"
"IN140042","India",0,1,0,NA,-Inf,47,4,"23","1"
"IN140043","India",1,1,0,NA,-Inf,38,5,"23","1"
