"childid","country","sex","enrolled","dropout","mother_edu","father_edu","ppvt_score","hhsize","region","typesite"
"PE031044","Peru",1,1,0,NA,NA,67,5,"32","1"
"PE031045","Peru",1,1,0,NA,NA,NA,4,"32","2"
"PE031046","Peru",1,1,0,NA,NA,10,6,"32","2"
"PE031047","Peru",1,1,0,NA,NA,25,10,"31","2"
"PE031048","Peru",0,1,0,NA,NA,59,7,"32","2"
"PE031049","Peru",1,1,0,NA,NA,68,4,"32","2"
"PE031050","Peru",0,1,0,NA,NA,60,3,"32","2"
"PE031051","Peru",1,1,0,NA,NA,87,4,"31","1"
"PE031052","Peru",1,1,0,NA,NA,43,5,"32","2"
"PE031053","Peru",1,1,0,NA,NA,62,6,"32","1"
"PE031054","Peru",0,1,0,NA,NA,65,3,"32","1"
"PE031055","Peru",0,1,0,NA,NA,12,6,"32","2"
"PE031056","Peru",1,1,0,NA,NA,42,8,"32","2"
"PE031057","Peru",0,1,0,NA,NA,NA,8,"32","2"
"PE031058","Peru",0,1,0,NA,NA,31,7,"32","2"
"PE031059","Peru",1,1,0,NA,NA,38,9,"32","2"
"PE031060","Peru",0,1,0,NA,NA,53,3,"32","2"
"PE031061","Peru",1,1,0,NA,NA,69,7,"32","1"
"PE031062","Peru",0,1,0,NA,NA,44,8,"32","1"
"PE031063","Peru",0,1,0,NA,NA,48,6,"32","2"
"PE031064","Peru",0,1,0,NA,NA,35,8,"32","2"
"PE031065","Peru",0,1,0,NA,NA,64,5,"32","2"
"PE031066","Peru",0,1,0,NA,NA,40,6,"32","2"
"PE031067","Peru",0,1,0,NA,NA,61,3,"31","1"
"PE031068","Peru",1,1,0,NA,NA,52,6,"32","2"
"PE031069","Peru",0,1,0,NA,NA,57,7,"32","2"
"PE031070","Peru",1,1,0,NA,NA,39,5,"32","2"
"PE031071","Peru",1,1,0,NA,NA,49,4,"32","2"
"PE031072","Peru",0,1,0,NA,NA,58,4,"32","2"
"PE031073","Peru",0,1,0,NA,NA,68,7,"32","2"
"PE031074","Peru",0,1,0,NA,NA,54,7,"32","2"
"PE031075","Peru",0,1,0,NA,NA,66,5,"32","2"
"PE031076","Peru",0,1,0,NA,NA,26,6,"32","2"
"PE031077","Peru",1,1,0,NA,NA,39,5,"32","2"
"PE031078","Peru",1,1,0,NA,NA,62,5,"32","2"
"PE031079","Peru",1,1,0,NA,NA,66,5,"32","2"
"PE031080","Peru",0,1,0,NA,NA,49,6,"32","2"
"PE031081","Peru",0,1,0,NA,NA,62,7,"32","2"
"PE031082","Peru",0,1,0,NA,NA,74,5,"31","1"
"PE031083","Peru",1,1,0,NA,NA,71,9,"32","2"
"PE031084","Peru",1,1,0,NA,NA,56,3,"32","2"
"PE031085","Peru",0,1,0,NA,NA,45,9,"32","2"
"PE031086","Peru",1,1,0,NA,NA,36,8,"32","2"
"PE031087","Peru",0,1,0,NA,NA,29,7,"32","2"
"PE031088","Peru",0,1,0,NA,NA,23,8,"32","2"
"PE031089","Peru",1,1,0,NA,NA,34,7,"32","2"
"PE031090","Peru",1,1,0,NA,NA,45,7,"32","2"
"PE031091","Peru",1,1,0,NA,NA,10,6,"32","2"
"PE031092","Peru",0,1,0,NA,NA,42,7,"32","2"
"PE031093","Peru",1,1,0,NA,NA,28,6,"32","2"
"PE031094","Peru",1,1,0,NA,NA,17,3,"32","2"
"PE031095","Peru",0,1,0,NA,NA,35,6,"32","2"
"PE031096","Peru",0,1,0,NA,NA,53,8,"33","1"
"PE031097","Peru",0,1,0,NA,NA,58,7,"32","2"
"PE031098","Peru",0,1,0,NA,NA,39,5,"32","2"
"PE031099","Peru",1,1,0,NA,NA,76,7,"33","2"
"PE031100","Peru",1,1,0,NA,NA,71,6,"32","1"
"PE031101","Peru",0,1,0,NA,NA,69,4,"32","1"
"PE041001","Peru",1,1,0,NA,NA,66,5,"32","1"
"PE041002","Peru",0,1,0,NA,NA,52,7,"32","1"
"PE041003","Peru",1,1,0,NA,NA,64,3,"32","1"
"PE041004","Peru",1,1,0,NA,NA,32,6,"32","1"
"PE041005","Peru",1,1,0,NA,NA,40,3,"32","1"
"PE041006","Peru",1,1,0,NA,NA,50,4,"32","1"
"PE041007","Peru",1,1,0,NA,NA,79,4,"31","1"
"PE041008","Peru",1,1,0,NA,NA,43,5,"32","1"
"PE041009","Peru",0,1,0,NA,NA,57,6,"32","1"
"PE041010","Peru",0,1,0,NA,NA,79,4,"32","1"
"PE041011","Peru",0,1,0,NA,NA,62,7,"32","2"
"PE041012","Peru",1,1,0,NA,NA,55,5,"32","2"
"PE041013","Peru",0,1,0,NA,NA,53,5,"32","2"
"PE041014","Peru",0,1,0,NA,NA,67,6,"32","2"
"PE041015","Peru",0,1,0,NA,NA,63,5,"31","1"
"PE041016","Peru",0,1,0,NA,NA,65,5,"32","2"
"PE041017","Peru",1,1,0,NA,NA,63,2,"32","2"
"PE041018","Peru",0,1,0,NA,NA,34,6,"32","1"
"PE041019","Peru",1,1,0,NA,NA,69,4,"33","1"
"PE041020","Peru",1,1,0,NA,NA,32,7,"32","1"
"PE041021","Peru",0,1,0,NA,NA,39,7,"32","2"
"PE041022","Peru",1,1,0,NA,NA,19,6,"32","2"
"PE041023","Peru",0,1,0,NA,NA,36,5,"32","1"
"PE041024","Peru",1,1,0,NA,NA,26,6,"32","2"
"PE041025","Peru",0,1,0,NA,NA,51,5,"32","2"
"PE041026","Peru",0,1,0,NA,NA,66,3,"32","1"
"PE041027","Peru",1,1,0,NA,NA,75,5,"32","1"
"PE041028","Peru",0,1,0,NA,NA,52,3,"32","1"
"PE041029","Peru",1,1,0,NA,NA,75,6,"32","1"
"PE041030","Peru",1,1,0,NA,NA,74,5,"32","1"
"PE041031","Peru",0,1,0,NA,NA,46,10,"32","1"
"PE041032","Peru",1,1,0,NA,NA,33,7,"32","1"
"PE041033","Peru",0,1,0,NA,NA,NA,6,"32","1"
"PE041034","Peru",1,1,0,NA,NA,27,7,"32","2"
"PE041035","Peru",0,1,0,NA,NA,62,9,"32","2"
"PE041036","Peru",0,1,0,NA,NA,77,7,"32","1"
"PE041037","Peru",0,1,0,NA,NA,62,5,"32","1"
"PE041038","Peru",0,1,0,NA,NA,39,3,"32","1"
"PE041039","Peru",0,1,0,NA,NA,27,7,"32","1"
"PE041040","Peru",0,1,0,NA,NA,56,4,"32","1"
"PE041041","Peru",1,1,0,NA,NA,75,8,"32","1"
"PE041042","Peru",1,1,0,NA,NA,65,6,"32","1"
"PE041043","Peru",0,1,0,NA,NA,43,9,"32","1"
"PE041044","Peru",0,1,0,NA,NA,39,7,"32","1"
"PE041045","Peru",0,1,0,NA,NA,NA,4,"32","1"
"PE041046","Peru",1,1,0,NA,NA,59,6,"32","1"
"PE041047","Peru",1,1,0,NA,NA,60,5,"32","1"
"PE041048","Peru",0,1,0,NA,NA,51,4,"32","1"
"PE041049","Peru",0,1,0,NA,NA,49,5,"32","1"
"PE041050","Peru",0,1,0,NA,NA,29,7,"32","1"
"PE041051","Peru",1,1,0,NA,NA,80,4,"32","1"
"PE041052","Peru",0,1,0,NA,NA,54,8,"32","1"
"PE041053","Peru",1,1,0,NA,NA,68,4,"32","1"
"PE041054","Peru",0,1,0,NA,NA,37,5,"32","1"
"PE041055","Peru",0,1,0,NA,NA,37,8,"32","1"
"PE041056","Peru",1,1,0,NA,NA,64,5,"32","1"
"PE041057","Peru",1,1,0,NA,NA,51,3,"31","1"
"PE041059","Peru",1,1,0,NA,NA,33,4,"32","1"
"PE041060","Peru",1,1,0,NA,NA,73,7,"32","1"
"PE041061","Peru",0,1,0,NA,NA,56,5,"32","2"
"PE041062","Peru",0,1,0,NA,NA,54,6,"32","1"
"PE041063","Peru",1,1,0,NA,NA,46,6,"32","2"
"PE041064","Peru",1,1,0,NA,NA,61,5,"32","1"
"PE041065","Peru",0,1,0,NA,NA,71,5,"32","1"
"PE041066","Peru",0,1,0,NA,NA,28,4,"32","2"
"PE041067","Peru",0,1,0,NA,NA,57,4,"32","1"
"PE041068","Peru",1,1,0,NA,NA,1,7,"32","2"
"PE041069","Peru",0,1,0,NA,NA,64,7,"33","1"
"PE041070","Peru",1,1,0,NA,NA,55,3,"32","2"
"PE041071","Peru",0,1,0,NA,NA,11,7,"33","1"
"PE041072","Peru",0,1,0,NA,NA,25,5,"32","2"
"PE041073","Peru",1,1,0,NA,NA,56,3,"32","2"
"PE041074","Peru",1,1,0,NA,NA,2,9,"32","2"
"PE041075","Peru",0,1,0,NA,NA,11,7,"32","2"
"PE041076","Peru",0,1,0,NA,NA,25,6,"32","2"
"PE041077","Peru",0,1,0,NA,NA,53,5,"32","2"
"PE041078","Peru",0,1,0,NA,NA,38,3,"32","2"
"PE041079","Peru",0,1,0,NA,NA,47,4,"32","2"
"PE041080","Peru",1,1,0,NA,NA,28,9,"32","2"
"PE041081","Peru",1,1,0,NA,NA,56,5,"32","1"
"PE041082","Peru",0,1,0,NA,NA,61,7,"32","1"
"PE041083","Peru",1,1,0,NA,NA,67,4,"32","2"
"PE041084","Peru",1,1,0,NA,NA,68,2,"32","1"
"PE041085","Peru",0,1,0,NA,NA,63,5,"32","1"
"PE041086","Peru",1,1,0,NA,NA,36,7,"32","1"
"PE041087","Peru",1,1,0,NA,NA,55,3,"32","1"
"PE041088","Peru",0,1,0,NA,NA,44,8,"33","2"
"PE041089","Peru",0,1,0,NA,NA,24,8,"32","1"
"PE041090","Peru",0,1,0,NA,NA,62,5,"33","2"
"PE041091","Peru",0,1,0,NA,NA,42,4,"32","2"
"PE041092","Peru",1,1,0,NA,NA,36,6,"33","2"
"PE041093","Peru",1,1,0,NA,NA,29,6,"33","2"
"PE041094","Peru",0,1,0,NA,NA,69,5,"32","1"
"PE041096","Peru",0,1,0,NA,NA,53,6,"33","2"
"PE041097","Peru",0,1,0,NA,NA,60,7,"32","2"
"PE041098","Peru",1,1,0,NA,NA,51,8,"32","2"
"PE041099","Peru",0,1,0,NA,NA,59,4,"32","1"
"PE041100","Peru",0,1,0,NA,NA,57,5,"32","1"
"PE041101","Peru",0,1,0,NA,NA,37,6,"33","2"
"PE051001","Peru",0,1,0,NA,NA,NA,8,"33","2"
"PE051002","Peru",0,1,0,NA,NA,26,4,"33","1"
"PE051003","Peru",0,1,0,NA,NA,42,5,"33","2"
"PE051004","Peru",1,1,0,NA,NA,62,4,"33","1"
"PE051005","Peru",1,1,0,NA,NA,50,4,"33","1"
"PE051008","Peru",0,1,0,NA,NA,60,5,"33","2"
"PE051009","Peru",0,1,0,NA,NA,69,5,"33","1"
"PE051010","Peru",0,1,0,NA,NA,64,4,"33","2"
"PE051011","Peru",0,1,0,NA,NA,50,13,"33","2"
"PE051012","Peru",1,1,0,NA,NA,38,6,"33","2"
"PE051013","Peru",0,1,0,NA,NA,NA,7,"33","1"
"PE051014","Peru",0,1,0,NA,NA,52,7,"33","1"
"PE051015","Peru",0,1,0,NA,NA,46,5,"33","1"
"PE051016","Peru",1,1,0,NA,NA,71,6,"33","1"
"PE051017","Peru",0,1,0,NA,NA,50,4,"33","1"
"PE051018","Peru",0,1,0,NA,NA,36,4,"33","2"
"PE051019","Peru",0,1,0,NA,NA,71,3,"33","1"
"PE051020","Peru",0,1,0,NA,NA,72,5,"33","1"
"PE051021","Peru",0,1,0,NA,NA,62,8,"33","1"
"PE051022","Peru",1,1,0,NA,NA,34,7,"33","1"
"PE051023","Peru",1,1,0,NA,NA,46,4,"33","1"
"PE051024","Peru",1,1,0,NA,NA,63,4,"33","2"
"PE051025","Peru",1,1,0,NA,NA,72,5,"33","1"
"PE051026","Peru",1,1,0,NA,NA,65,5,"33","1"
"PE051027","Peru",1,1,0,NA,NA,66,5,"33","2"
"PE051028","Peru",1,1,0,NA,NA,36,3,"33","1"
"PE051029","Peru",0,1,0,NA,NA,88,5,"33","1"
"PE051030","Peru",0,1,0,NA,NA,63,4,"33","1"
"PE051031","Peru",0,1,0,NA,NA,67,8,"33","1"
"PE051032","Peru",1,1,0,NA,NA,96,3,"33","1"
"PE051033","Peru",1,1,0,NA,NA,68,5,"33","1"
"PE051034","Peru",1,1,0,NA,NA,43,4,"33","2"
"PE051035","Peru",0,1,0,NA,NA,44,8,"33","1"
"PE051036","Peru",0,1,0,NA,NA,48,7,"33","1"
"PE051037","Peru",1,1,0,NA,NA,69,7,"33","1"
"PE051038","Peru",1,1,0,NA,NA,69,4,"33","1"
"PE051039","Peru",0,1,0,NA,NA,56,4,"33","1"
"PE051040","Peru",1,1,0,NA,NA,58,4,"33","1"
"PE051041","Peru",1,1,0,NA,NA,65,4,"33","1"
"PE051042","Peru",1,1,0,NA,NA,57,4,"33","1"
"PE051043","Peru",1,1,0,NA,NA,39,6,"33","2"
"PE051044","Peru",1,1,0,NA,NA,75,4,"33","1"
"PE051045","Peru",0,1,0,NA,NA,67,8,"33","1"
"PE051046","Peru",0,1,0,NA,NA,54,7,"33","1"
"PE051047","Peru",0,1,0,NA,NA,42,3,"31","1"
"PE051048","Peru",1,1,0,NA,NA,38,5,"33","1"
"PE051049","Peru",1,1,0,NA,NA,56,5,"33","1"
"PE051051","Peru",0,1,0,NA,NA,39,4,"33","1"
"PE051052","Peru",1,1,0,NA,NA,55,7,"33","1"
"PE051056","Peru",1,1,0,NA,NA,55,3,"33","1"
"PE051058","Peru",0,1,0,NA,NA,38,10,"33","1"
"PE051059","Peru",0,1,0,NA,NA,NA,3,"33","1"
"PE051060","Peru",1,1,0,NA,NA,60,5,"33","1"
"PE051061","Peru",0,1,0,NA,NA,61,4,"33","2"
"PE051062","Peru",1,1,0,NA,NA,56,4,"33","1"
"PE051063","Peru",1,1,0,NA,NA,58,3,"33","1"
"PE051064","Peru",1,1,0,NA,NA,38,4,"33","1"
"PE051065","Peru",0,1,0,NA,NA,72,3,"32","1"
"PE051066","Peru",0,1,0,NA,NA,61,7,"31","1"
"PE051067","Peru",1,1,0,NA,NA,74,3,"31","1"
"PE051068","Peru",1,1,0,NA,NA,65,5,"33","1"
"PE051069","Peru",0,1,0,NA,NA,36,6,"33","1"
"PE051070","Peru",1,1,0,NA,NA,73,4,"33","2"
"PE051071","Peru",1,1,0,NA,NA,41,6,"33","1"
"PE051072","Peru",NA,NA,1,NA,NA,NA,7,"33","1"
"PE051073","Peru",1,1,0,NA,NA,54,4,"32","2"
"PE051074","Peru",NA,1,0,NA,NA,NA,7,"33","1"
"PE051075","Peru",0,1,0,NA,NA,39,8,"33","1"
"PE051076","Peru",0,0,1,NA,NA,12,11,"33","1"
"PE051077","Peru",1,1,0,NA,NA,61,7,"33","1"
"PE051078","Peru",0,1,0,NA,NA,58,9,"33","2"
"PE051079","Peru",0,1,0,NA,NA,33,3,"33","2"
"PE051080","Peru",0,1,0,NA,NA,NA,5,"33","2"
"PE051081","Peru",1,1,0,NA,NA,56,7,"33","2"
"PE051082","Peru",1,1,0,NA,NA,NA,7,"33","2"
"PE051083","Peru",0,1,0,NA,NA,43,6,"33","2"
"PE051084","Peru",0,1,0,NA,NA,58,6,"33","1"
"PE051085","Peru",0,1,0,NA,NA,63,7,"33","1"
"PE051086","Peru",1,1,0,NA,NA,61,4,"33","1"
"PE051087","Peru",0,1,0,NA,NA,36,6,"33","2"
"PE051088","Peru",1,1,0,NA,NA,55,4,"31","1"
"PE051089","Peru",0,1,0,NA,NA,45,11,"33","2"
"PE051090","Peru",0,1,0,NA,NA,49,7,"33","2"
"PE051091","Peru",1,1,0,NA,NA,59,4,"33","1"
"PE051092","Peru",0,1,0,NA,NA,42,4,"33","1"
"PE051093","Peru",0,1,0,NA,NA,42,8,"33","1"
"PE051094","Peru",1,1,0,NA,NA,54,6,"33","2"
"PE051095","Peru",0,1,0,NA,NA,66,4,"33","1"
"PE051097","Peru",0,1,0,NA,NA,42,4,"33","2"
"PE051098","Peru",1,1,0,NA,NA,45,5,"33","1"
"PE051099","Peru",0,1,0,NA,NA,41,5,"33","2"
"PE051100","Peru",1,1,0,NA,NA,41,4,"33","2"
"PE051101","Peru",1,1,0,NA,NA,38,8,"33","2"
"PE051102","Peru",1,1,0,NA,NA,27,7,"33","2"
"PE051103","Peru",1,1,0,NA,NA,69,5,"33","1"
"PE051104","Peru",0,1,0,NA,NA,38,8,"33","1"
"PE051105","Peru",0,1,0,NA,NA,63,6,"31","1"
"PE061001","Peru",0,0,1,NA,NA,57,5,"33","1"
"PE061002","Peru",1,1,0,NA,NA,68,3,"33","1"
"PE061003","Peru",1,1,0,NA,NA,70,4,"31","1"
"PE061004","Peru",1,1,0,NA,NA,70,6,"33","1"
"PE061005","Peru",0,1,0,NA,NA,77,10,"33","1"
"PE061006","Peru",0,1,0,NA,NA,58,5,"33","1"
"PE061007","Peru",0,1,0,NA,NA,60,7,"33","1"
"PE061008","Peru",0,1,0,NA,NA,43,4,"33","1"
"PE061009","Peru",0,1,0,NA,NA,81,5,"33","1"
"PE061010","Peru",0,1,0,NA,NA,57,5,"33","1"
"PE061011","Peru",0,1,0,NA,NA,49,5,"33","1"
"PE061012","Peru",1,1,0,NA,NA,64,10,"33","1"
"PE061013","Peru",0,1,0,NA,NA,63,3,"33","1"
"PE061014","Peru",0,1,0,NA,NA,90,4,"33","1"
"PE061015","Peru",0,1,0,NA,NA,60,4,"33","1"
"PE061016","Peru",1,1,0,NA,NA,64,5,"33","1"
"PE061017","Peru",1,1,0,NA,NA,80,4,"33","1"
"PE061018","Peru",0,1,0,NA,NA,63,3,"33","1"
"PE061019","Peru",0,1,0,NA,NA,34,5,"33","2"
"PE061021","Peru",0,1,0,NA,NA,68,4,"33","1"
"PE061022","Peru",1,1,0,NA,NA,63,3,"33","1"
"PE061023","Peru",1,1,0,NA,NA,58,6,"33","1"
"PE061024","Peru",0,1,0,NA,NA,64,2,"33","1"
"PE061025","Peru",0,1,0,NA,NA,67,5,"33","1"
"PE061026","Peru",0,1,0,NA,NA,NA,5,"33","1"
"PE061027","Peru",0,1,0,NA,NA,63,5,"33","1"
"PE061028","Peru",1,1,0,NA,NA,51,4,"33","1"
"PE061029","Peru",0,1,0,NA,NA,59,5,"33","1"
"PE061031","Peru",0,1,0,NA,NA,71,4,"33","1"
"PE061032","Peru",0,1,0,NA,NA,67,5,"33","1"
"PE061033","Peru",0,1,0,NA,NA,76,7,"33","1"
"PE061034","Peru",0,1,0,NA,NA,55,4,"33","1"
"PE061035","Peru",1,1,0,NA,NA,62,2,"33","1"
"PE061036","Peru",1,1,0,NA,NA,51,4,"33","1"
"PE061037","Peru",0,1,0,NA,NA,77,6,"33","1"
"PE061038","Peru",0,1,0,NA,NA,58,4,"33","1"
"PE061039","Peru",1,1,0,NA,NA,NA,4,"33","1"
"PE061040","Peru",0,1,0,NA,NA,61,4,"33","1"
"PE061041","Peru",0,1,0,NA,NA,60,5,"33","1"
"PE061043","Peru",1,1,0,NA,NA,43,7,"33","1"
"PE061044","Peru",0,1,0,NA,NA,76,4,"33","1"
"PE061045","Peru",0,1,0,NA,NA,58,5,"33","1"
"PE061046","Peru",0,1,0,NA,NA,70,5,"33","1"
"PE061047","Peru",1,1,0,NA,NA,63,5,"33","1"
"PE061048","Peru",1,1,0,NA,NA,66,4,"33","1"
"PE061049","Peru",0,1,0,NA,NA,79,13,"33","1"
"PE061050","Peru",0,1,0,NA,NA,66,7,"33","1"
"PE061051","Peru",1,1,0,NA,NA,64,5,"33","1"
"PE061052","Peru",1,1,0,NA,NA,74,7,"33","1"
"PE061053","Peru",1,1,0,NA,NA,74,3,"31","1"
"PE061054","Peru",0,1,0,NA,NA,68,5,"33","1"
"PE061056","Peru",0,1,0,NA,NA,49,4,"33","1"
"PE061057","Peru",1,1,0,NA,NA,71,3,"33","1"
"PE061058","Peru",1,NA,1,NA,NA,NA,5,"33","1"
"PE061059","Peru",1,1,0,NA,NA,65,7,"33","1"
"PE061060","Peru",0,1,0,NA,NA,65,4,"33","1"
"PE061061","Peru",0,1,0,NA,NA,92,6,"33","1"
"PE061062","Peru",0,1,0,NA,NA,56,4,"33","1"
"PE061063","Peru",0,1,0,NA,NA,65,5,"33","1"
"PE061064","Peru",0,1,0,NA,NA,66,4,"33","1"
"PE061065","Peru",0,1,0,NA,NA,55,9,"33","1"
"PE061066","Peru",1,1,0,NA,NA,76,4,"33","1"
"PE061067","Peru",0,1,0,NA,NA,69,3,"33","1"
"PE061068","Peru",1,1,0,NA,NA,60,3,"33","1"
"PE061069","Peru",0,1,0,NA,NA,57,5,"33","1"
"PE061070","Peru",1,1,0,NA,NA,61,5,"31","1"
"PE061071","Peru",0,1,0,NA,NA,73,11,"33","1"
"PE061072","Peru",1,0,1,NA,NA,50,3,"33","1"
"PE061073","Peru",0,0,1,NA,NA,49,8,"33","1"
"PE061074","Peru",1,1,0,NA,NA,53,6,"33","2"
"PE061075","Peru",0,1,0,NA,NA,54,4,"33","1"
"PE061076","Peru",0,1,0,NA,NA,46,4,"33","1"
"PE061077","Peru",1,1,0,NA,NA,67,5,"33","1"
"PE061078","Peru",0,1,0,NA,NA,56,5,"33","1"
"PE061079","Peru",0,1,0,NA,NA,63,4,"33","1"
"PE061080","Peru",1,1,0,NA,NA,68,5,"33","1"
"PE061081","Peru",1,1,0,NA,NA,NA,4,"33","1"
"PE061082","Peru",1,NA,1,NA,NA,NA,5,"33","1"
"PE061083","Peru",0,1,0,NA,NA,63,6,"33","1"
"PE061084","Peru",0,1,0,NA,NA,35,3,"33","1"
"PE061085","Peru",1,1,0,NA,NA,78,5,"33","2"
"PE061086","Peru",1,1,0,NA,NA,65,6,"33","1"
"PE061087","Peru",1,1,0,NA,NA,64,6,"33","1"
"PE061088","Peru",0,1,0,NA,NA,74,6,"33","1"
"PE061089","Peru",0,1,0,NA,NA,62,4,"33","1"
"PE061090","Peru",0,1,0,NA,NA,68,10,"33","1"
"PE061091","Peru",0,1,0,NA,NA,68,4,"33","1"
"PE061092","Peru",0,1,0,NA,NA,66,3,"33","1"
"PE061093","Peru",1,1,0,NA,NA,61,3,"31","1"
"PE061094","Peru",1,1,0,NA,NA,55,5,"33","1"
"PE061095","Peru",1,1,0,NA,NA,54,9,"33","1"
"PE061096","Peru",1,1,0,NA,NA,70,5,"33","1"
"PE061097","Peru",1,1,0,NA,NA,75,7,"33","1"
"PE061098","Peru",0,1,0,NA,NA,54,4,"33","1"
"PE061099","Peru",1,1,0,NA,NA,64,6,"33","1"
"PE061100","Peru",0,1,0,NA,NA,52,8,"31","1"
"PE061101","Peru",1,1,0,NA,NA,56,6,"33","1"
"PE061102","Peru",1,1,0,NA,NA,53,4,"33","1"
"PE061103","Peru",1,1,0,NA,NA,60,6,"33","2"
"PE071001","Peru",0,1,0,NA,NA,109,4,"32","1"
"PE071002","Peru",0,1,0,NA,NA,82,6,"32","1"
"PE071003","Peru",0,1,0,NA,NA,72,4,"32","1"
"PE071004","Peru",1,1,0,NA,NA,83,5,"32","1"
"PE071005","Peru",0,1,0,NA,NA,66,5,"31","1"
"PE071007","Peru",1,1,0,NA,NA,107,6,"32","1"
"PE071008","Peru",1,1,0,NA,NA,74,5,"32","1"
"PE071009","Peru",0,1,0,NA,NA,72,5,"32","1"
"PE071010","Peru",NA,1,0,NA,NA,NA,4,"32","1"
"PE071011","Peru",0,1,0,NA,NA,77,3,"32","1"
"PE071012","Peru",0,1,0,NA,NA,77,4,"32","1"
"PE071013","Peru",1,1,0,NA,NA,NA,4,"32","1"
"PE071014","Peru",1,0,1,NA,NA,44,7,"31","1"
"PE071015","Peru",1,1,0,NA,NA,83,4,"32","1"
"PE071017","Peru",0,1,0,NA,NA,78,5,"32","1"
"PE071018","Peru",1,1,0,NA,NA,67,3,"32","1"
"PE071019","Peru",0,1,0,NA,NA,79,4,"32","1"
"PE071020","Peru",1,1,0,NA,NA,71,4,"32","1"
"PE071021","Peru",0,1,0,NA,NA,97,4,"32","1"
"PE071022","Peru",1,1,0,NA,NA,63,3,"32","1"
"PE071023","Peru",1,1,0,NA,NA,75,7,"32","1"
"PE071024","Peru",1,1,0,NA,NA,63,11,"32","1"
"PE071025","Peru",0,1,0,NA,NA,81,5,"32","1"
"PE071026","Peru",0,1,0,NA,NA,NA,3,"32","1"
"PE071028","Peru",0,1,0,NA,NA,68,4,"32","1"
"PE071029","Peru",0,1,0,NA,NA,80,7,"32","1"
"PE071030","Peru",0,1,0,NA,NA,59,5,"31","1"
"PE071031","Peru",0,1,0,NA,NA,76,3,"32","1"
"PE071032","Peru",0,1,0,NA,NA,28,3,"32","1"
"PE071033","Peru",1,1,0,NA,NA,66,7,"32","1"
"PE071034","Peru",0,1,0,NA,NA,64,5,"32","1"
"PE071035","Peru",1,1,0,NA,NA,65,5,"32","1"
"PE071036","Peru",0,1,0,NA,NA,66,3,"32","2"
"PE071037","Peru",1,1,0,NA,NA,80,6,"32","1"
"PE071038","Peru",1,1,0,NA,NA,74,4,"32","1"
"PE071039","Peru",1,1,0,NA,NA,56,6,"32","1"
"PE071040","Peru",1,1,0,NA,NA,78,3,"32","1"
"PE071041","Peru",0,1,0,NA,NA,67,3,"32","1"
"PE071042","Peru",1,1,0,NA,NA,82,16,"32","1"
"PE071043","Peru",1,1,0,NA,NA,85,5,"32","1"
"PE071044","Peru",0,1,0,NA,NA,49,4,"32","2"
"PE071045","Peru",0,1,0,NA,NA,68,6,"32","1"
"PE071046","Peru",1,1,0,NA,NA,NA,6,"32","1"
"PE071047","Peru",1,1,0,NA,NA,86,7,"32","1"
"PE071048","Peru",1,1,0,NA,NA,65,7,"32","1"
"PE071049","Peru",0,1,0,NA,NA,NA,9,"32","1"
"PE071050","Peru",1,1,0,NA,NA,64,5,"32","1"
"PE071051","Peru",0,1,0,NA,NA,76,3,"32","1"
"PE071052","Peru",1,1,0,NA,NA,65,6,"32","1"
"PE071053","Peru",1,1,0,NA,NA,78,5,"32","1"
"PE071054","Peru",0,1,0,NA,NA,69,4,"32","2"
"PE071055","Peru",1,1,0,NA,NA,79,6,"32","1"
"PE071056","Peru",1,1,0,NA,NA,82,4,"32","1"
"PE071057","Peru",1,1,0,NA,NA,73,5,"32","1"
"PE071058","Peru",0,1,0,NA,NA,75,4,"32","1"
"PE071059","Peru",0,1,0,NA,NA,77,7,"32","1"
"PE071060","Peru",1,1,0,NA,NA,56,3,"32","1"
"PE071061","Peru",1,1,0,NA,NA,71,4,"32","1"
"PE071062","Peru",0,1,0,NA,NA,78,4,"32","1"
"PE071064","Peru",0,1,0,NA,NA,69,9,"32","1"
"PE071066","Peru",1,1,0,NA,NA,71,5,"32","1"
"PE071067","Peru",0,1,0,NA,NA,76,3,"32","1"
"PE071068","Peru",1,1,0,NA,NA,75,3,"32","1"
"PE071069","Peru",1,1,0,NA,NA,104,10,"32","1"
"PE071070","Peru",0,1,0,NA,NA,77,10,"32","1"
"PE071071","Peru",1,1,0,NA,NA,62,4,"32","1"
"PE071072","Peru",1,1,0,NA,NA,70,6,"32","1"
"PE071073","Peru",1,1,0,NA,NA,80,6,"32","1"
"PE071074","Peru",1,1,0,NA,NA,79,5,"32","1"
"PE071075","Peru",0,1,0,NA,NA,61,3,"32","1"
"PE071076","Peru",0,1,0,NA,NA,77,4,"32","1"
"PE071077","Peru",1,1,0,NA,NA,59,4,"32","1"
"PE071078","Peru",1,1,0,NA,NA,71,4,"32","1"
"PE071079","Peru",0,1,0,NA,NA,55,6,"32","1"
"PE071080","Peru",0,1,0,NA,NA,66,3,"32","1"
"PE071081","Peru",1,1,0,NA,NA,71,4,"32","1"
"PE071082","Peru",0,1,0,NA,NA,75,6,"32","1"
"PE071083","Peru",1,1,0,NA,NA,51,7,"32","1"
"PE071084","Peru",1,1,0,NA,NA,94,4,"32","1"
"PE071086","Peru",0,1,0,NA,NA,78,4,"32","1"
"PE071087","Peru",1,1,0,NA,NA,79,6,"32","1"
"PE071088","Peru",1,1,0,NA,NA,58,4,"31","1"
